cell_line,drug_name,total_drugs_for_cell_line,possible_combinations
HX147,CARBOPLATIN PACLITAXEL,21,210
HX147,AZ12419304,21,210
HX147,33419-42-0,21,210
HX147,NAVITOCLAX,21,210
HX147,957054-30-7,21,210
HX147,41575-94-4,21,210
HX147,MK-2206,21,210
HX147,AZD5582,21,210
HX147,TOPOTECAN,21,210
HX147,AZD2014,21,210
HX147,LSM-4270,21,210
HX147,SELUMETINIB,21,210
HX147,TRAMETINIB,21,210
HX147,841290-80-0,21,210
HX147,AZD6738,21,210
HX147,AZD7762,21,210
HX147,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
HX147,AZD2461,21,210
HX147,503468-95-9,21,210
PC-9,AZD1208,21,210
PC-9,VINORELBINE,21,210
PC-9,CARBOPLATIN PACLITAXEL,21,210
PC-9,AZ12419304,21,210
PC-9,33419-42-0,21,210
PC-9,NAVITOCLAX,21,210
PC-9,957054-30-7,21,210
PC-9,41575-94-4,21,210
PC-9,MK-2206,21,210
PC-9,AZD5582,21,210
PC-9,TOPOTECAN,21,210
PC-9,AZD2014,21,210
PC-9,LSM-4270,21,210
PC-9,SELUMETINIB,21,210
PC-9,TRAMETINIB,21,210
PC-9,841290-80-0,21,210
PC-9,AZD6738,21,210
PC-9,AZD7762,21,210
PC-9,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),21,210
PC-9,AZD2461,21,210
PC-9,503468-95-9,21,210
DMS114FGF,OLAPARIB,22,231
DMS114FGF,AZD1208,22,231
DMS114FGF,NAVITOCLAX,22,231
DMS114FGF,5-AZACYTIDINE,22,231
DMS114FGF,CHLOROQUINE,22,231
DMS114FGF,AZD4320,22,231
DMS114FGF,AZ20,22,231
DMS114FGF,AZD5582,22,231
DMS114FGF,AZD2014,22,231
DMS114FGF,946128-88-7,22,231
DMS114FGF,AZD5363,22,231
DMS114FGF,"001, RAD",22,231
DMS114FGF,ONALESPIB,22,231
DMS114FGF,AZD7762,22,231
DMS114FGF,CARFILZOMIB,22,231
DMS114FGF,VORINOSTAT,22,231
DMS114FGF,RAF265,22,231
DMS114FGF,BAY 65-1942,22,231
DMS114FGF,CEDIRANIB,22,231
DMS114FGF,AZD1480,22,231
DMS114FGF,AZD4547,22,231
DMS114FGF,SAPITINIB,22,231
NCIH1703FGF,OLAPARIB,22,231
NCIH1703FGF,AZD1208,22,231
NCIH1703FGF,NAVITOCLAX,22,231
NCIH1703FGF,5-AZACYTIDINE,22,231
NCIH1703FGF,CHLOROQUINE,22,231
NCIH1703FGF,AZD4320,22,231
NCIH1703FGF,AZ20,22,231
NCIH1703FGF,AZD5582,22,231
NCIH1703FGF,AZD2014,22,231
NCIH1703FGF,946128-88-7,22,231
NCIH1703FGF,AZD5363,22,231
NCIH1703FGF,"001, RAD",22,231
NCIH1703FGF,ONALESPIB,22,231
NCIH1703FGF,AZD7762,22,231
NCIH1703FGF,CARFILZOMIB,22,231
NCIH1703FGF,VORINOSTAT,22,231
NCIH1703FGF,RAF265,22,231
NCIH1703FGF,BAY 65-1942,22,231
NCIH1703FGF,CEDIRANIB,22,231
NCIH1703FGF,AZD1480,22,231
NCIH1703FGF,AZD4547,22,231
NCIH1703FGF,SAPITINIB,22,231
NCIH520FGF,OLAPARIB,22,231
NCIH520FGF,AZD1208,22,231
NCIH520FGF,NAVITOCLAX,22,231
NCIH520FGF,5-AZACYTIDINE,22,231
NCIH520FGF,CHLOROQUINE,22,231
NCIH520FGF,AZD4320,22,231
NCIH520FGF,AZ20,22,231
NCIH520FGF,AZD5582,22,231
NCIH520FGF,AZD2014,22,231
NCIH520FGF,946128-88-7,22,231
NCIH520FGF,AZD5363,22,231
NCIH520FGF,"001, RAD",22,231
NCIH520FGF,ONALESPIB,22,231
NCIH520FGF,AZD7762,22,231
NCIH520FGF,CARFILZOMIB,22,231
NCIH520FGF,VORINOSTAT,22,231
NCIH520FGF,RAF265,22,231
NCIH520FGF,BAY 65-1942,22,231
NCIH520FGF,CEDIRANIB,22,231
NCIH520FGF,AZD1480,22,231
NCIH520FGF,AZD4547,22,231
NCIH520FGF,SAPITINIB,22,231
967 WT,OLAPARIB,19,171
967 WT,AZD1208,19,171
967 WT,AZD8186,19,171
967 WT,AFATINIB,19,171
967 WT,957054-30-7,19,171
967 WT,MK-2206,19,171
967 WT,AZD4320,19,171
967 WT,AZD2014,19,171
967 WT,ASTRAZENECA PIP5K1 INHIBITOR,19,171
967 WT,AZD5363,19,171
967 WT,SELUMETINIB,19,171
967 WT,AZD6738,19,171
967 WT,AZD3463,19,171
967 WT,ASTRAZENECA SLC16A4 INHIBITOR,19,171
967 WT,AZD4547,19,171
967 WT,ALPELISIB,19,171
967 WT,BUPARLISIB,19,171
967 WT,SAPITINIB,19,171
967 WT,1309805-49-9,19,171
DUCKCELT-T17,OLAPARIB,19,171
DUCKCELT-T17,AZD1208,19,171
DUCKCELT-T17,AZD8186,19,171
DUCKCELT-T17,AFATINIB,19,171
DUCKCELT-T17,957054-30-7,19,171
DUCKCELT-T17,MK-2206,19,171
DUCKCELT-T17,AZD4320,19,171
DUCKCELT-T17,AZD2014,19,171
DUCKCELT-T17,ASTRAZENECA PIP5K1 INHIBITOR,19,171
DUCKCELT-T17,AZD5363,19,171
DUCKCELT-T17,SELUMETINIB,19,171
DUCKCELT-T17,AZD6738,19,171
DUCKCELT-T17,AZD3463,19,171
DUCKCELT-T17,ASTRAZENECA SLC16A4 INHIBITOR,19,171
DUCKCELT-T17,AZD4547,19,171
DUCKCELT-T17,ALPELISIB,19,171
DUCKCELT-T17,BUPARLISIB,19,171
DUCKCELT-T17,SAPITINIB,19,171
DUCKCELT-T17,1309805-49-9,19,171
MAK,HOMOHARRINGTONINE,16,120
MAK,ARIPIPRAZOLE,16,120
MAK,BEPRIDIL,16,120
MAK,TETRANDRINE,16,120
MAK,COLCHICINE,16,120
MAK,IDROCILAMIDE,16,120
MAK,CLOMIPHENE,16,120
MAK,APILIMOD,16,120
MAK,TOREMIFENE CITRATE,16,120
MAK,FAVIPIRAVIR,16,120
MAK,CLOMIFENE CITRATE,16,120
MAK,SERTRALINE HYDROCHLORIDE,16,120
MAK,SUNITINIB,16,120
MAK,PIPERACETAZINE,16,120
MAK,MYCOPHENOLATE MOFETIL,16,120
MAK,3-DEAZANEPLANOCIN,16,120
A2780,MK-4541,34,561
A2780,BORTEZOMIB,34,561
A2780,DOXORUBICIN,34,561
A2780,VINBLASTINE,34,561
A2780,VELIPARIB,34,561
A2780,ERLOTINIB,34,561
A2780,TOPOTECAN,34,561
A2780,NIRAPARIB,34,561
A2780,DASATINIB,34,561
A2780,METHOTREXATE,34,561
A2780,TEMOZOLOMIDE,34,561
A2780,LAPATINIB,34,561
A2780,VORINOSTAT,34,561
A2780,ETOPOSIDE,34,561
A2780,GEMCITABINE,34,561
A2780,ELOXATIN (TN),34,561
A2780,391210-10-9,34,561
A2780,MK-5108,34,561
A2780,PACLITAXEL,34,561
A2780,VINORELBINE,34,561
A2780,5-FLUOROURACIL,34,561
A2780,DEFOROLIMUS,34,561
A2780,MK-1775,34,561
A2780,MK-2206,34,561
A2780,GELDANAMYCIN,34,561
A2780,891494-63-6,34,561
A2780,DEXAMETHASONE,34,561
A2780,DINACICLIB,34,561
A2780,CARBOPLATINUM,34,561
A2780,CYCLOPHOSPHAMIDE,34,561
A2780,915019-65-7,34,561
A2780,METFORMIN,34,561
A2780,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
A2780,SUNITINIB,34,561
CAOV3,MK-4541,34,561
CAOV3,BORTEZOMIB,34,561
CAOV3,DOXORUBICIN,34,561
CAOV3,VINBLASTINE,34,561
CAOV3,VELIPARIB,34,561
CAOV3,ERLOTINIB,34,561
CAOV3,TOPOTECAN,34,561
CAOV3,NIRAPARIB,34,561
CAOV3,DASATINIB,34,561
CAOV3,METHOTREXATE,34,561
CAOV3,TEMOZOLOMIDE,34,561
CAOV3,LAPATINIB,34,561
CAOV3,VORINOSTAT,34,561
CAOV3,ETOPOSIDE,34,561
CAOV3,GEMCITABINE,34,561
CAOV3,ELOXATIN (TN),34,561
CAOV3,391210-10-9,34,561
CAOV3,MK-5108,34,561
CAOV3,PACLITAXEL,34,561
CAOV3,VINORELBINE,34,561
CAOV3,5-FLUOROURACIL,34,561
CAOV3,DEFOROLIMUS,34,561
CAOV3,MK-1775,34,561
CAOV3,MK-2206,34,561
CAOV3,GELDANAMYCIN,34,561
CAOV3,891494-63-6,34,561
CAOV3,DEXAMETHASONE,34,561
CAOV3,DINACICLIB,34,561
CAOV3,CARBOPLATINUM,34,561
CAOV3,CYCLOPHOSPHAMIDE,34,561
CAOV3,915019-65-7,34,561
CAOV3,METFORMIN,34,561
CAOV3,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
CAOV3,SUNITINIB,34,561
ES2,MK-4541,34,561
ES2,BORTEZOMIB,34,561
ES2,DOXORUBICIN,34,561
ES2,VINBLASTINE,34,561
ES2,VELIPARIB,34,561
ES2,ERLOTINIB,34,561
ES2,TOPOTECAN,34,561
ES2,NIRAPARIB,34,561
ES2,DASATINIB,34,561
ES2,METHOTREXATE,34,561
ES2,TEMOZOLOMIDE,34,561
ES2,LAPATINIB,34,561
ES2,VORINOSTAT,34,561
ES2,ETOPOSIDE,34,561
ES2,GEMCITABINE,34,561
ES2,ELOXATIN (TN),34,561
ES2,391210-10-9,34,561
ES2,MK-5108,34,561
ES2,PACLITAXEL,34,561
ES2,VINORELBINE,34,561
ES2,5-FLUOROURACIL,34,561
ES2,DEFOROLIMUS,34,561
ES2,MK-1775,34,561
ES2,MK-2206,34,561
ES2,GELDANAMYCIN,34,561
ES2,891494-63-6,34,561
ES2,DEXAMETHASONE,34,561
ES2,DINACICLIB,34,561
ES2,CARBOPLATINUM,34,561
ES2,CYCLOPHOSPHAMIDE,34,561
ES2,915019-65-7,34,561
ES2,METFORMIN,34,561
ES2,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
ES2,SUNITINIB,34,561
OV90,MK-4541,34,561
OV90,BORTEZOMIB,34,561
OV90,DOXORUBICIN,34,561
OV90,VINBLASTINE,34,561
OV90,VELIPARIB,34,561
OV90,ERLOTINIB,34,561
OV90,TOPOTECAN,34,561
OV90,NIRAPARIB,34,561
OV90,DASATINIB,34,561
OV90,METHOTREXATE,34,561
OV90,TEMOZOLOMIDE,34,561
OV90,LAPATINIB,34,561
OV90,VORINOSTAT,34,561
OV90,ETOPOSIDE,34,561
OV90,GEMCITABINE,34,561
OV90,ELOXATIN (TN),34,561
OV90,391210-10-9,34,561
OV90,MK-5108,34,561
OV90,PACLITAXEL,34,561
OV90,VINORELBINE,34,561
OV90,5-FLUOROURACIL,34,561
OV90,DEFOROLIMUS,34,561
OV90,MK-1775,34,561
OV90,MK-2206,34,561
OV90,GELDANAMYCIN,34,561
OV90,891494-63-6,34,561
OV90,DEXAMETHASONE,34,561
OV90,DINACICLIB,34,561
OV90,CARBOPLATINUM,34,561
OV90,CYCLOPHOSPHAMIDE,34,561
OV90,915019-65-7,34,561
OV90,METFORMIN,34,561
OV90,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
OV90,SUNITINIB,34,561
PA1,MK-4541,34,561
PA1,BORTEZOMIB,34,561
PA1,DOXORUBICIN,34,561
PA1,VINBLASTINE,34,561
PA1,VELIPARIB,34,561
PA1,ERLOTINIB,34,561
PA1,TOPOTECAN,34,561
PA1,NIRAPARIB,34,561
PA1,DASATINIB,34,561
PA1,METHOTREXATE,34,561
PA1,TEMOZOLOMIDE,34,561
PA1,LAPATINIB,34,561
PA1,VORINOSTAT,34,561
PA1,ETOPOSIDE,34,561
PA1,GEMCITABINE,34,561
PA1,ELOXATIN (TN),34,561
PA1,391210-10-9,34,561
PA1,MK-5108,34,561
PA1,PACLITAXEL,34,561
PA1,VINORELBINE,34,561
PA1,5-FLUOROURACIL,34,561
PA1,DEFOROLIMUS,34,561
PA1,MK-1775,34,561
PA1,MK-2206,34,561
PA1,GELDANAMYCIN,34,561
PA1,891494-63-6,34,561
PA1,DEXAMETHASONE,34,561
PA1,DINACICLIB,34,561
PA1,CARBOPLATINUM,34,561
PA1,CYCLOPHOSPHAMIDE,34,561
PA1,915019-65-7,34,561
PA1,METFORMIN,34,561
PA1,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
PA1,SUNITINIB,34,561
UWB1289,MK-4541,34,561
UWB1289,BORTEZOMIB,34,561
UWB1289,DOXORUBICIN,34,561
UWB1289,VINBLASTINE,34,561
UWB1289,VELIPARIB,34,561
UWB1289,ERLOTINIB,34,561
UWB1289,TOPOTECAN,34,561
UWB1289,NIRAPARIB,34,561
UWB1289,DASATINIB,34,561
UWB1289,METHOTREXATE,34,561
UWB1289,TEMOZOLOMIDE,34,561
UWB1289,LAPATINIB,34,561
UWB1289,VORINOSTAT,34,561
UWB1289,ETOPOSIDE,34,561
UWB1289,GEMCITABINE,34,561
UWB1289,ELOXATIN (TN),34,561
UWB1289,391210-10-9,34,561
UWB1289,MK-5108,34,561
UWB1289,PACLITAXEL,34,561
UWB1289,VINORELBINE,34,561
UWB1289,5-FLUOROURACIL,34,561
UWB1289,DEFOROLIMUS,34,561
UWB1289,MK-1775,34,561
UWB1289,MK-2206,34,561
UWB1289,GELDANAMYCIN,34,561
UWB1289,891494-63-6,34,561
UWB1289,DEXAMETHASONE,34,561
UWB1289,DINACICLIB,34,561
UWB1289,CARBOPLATINUM,34,561
UWB1289,CYCLOPHOSPHAMIDE,34,561
UWB1289,915019-65-7,34,561
UWB1289,METFORMIN,34,561
UWB1289,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
UWB1289,SUNITINIB,34,561
UWB1289+BRCA1,MK-4541,34,561
UWB1289+BRCA1,BORTEZOMIB,34,561
UWB1289+BRCA1,DOXORUBICIN,34,561
UWB1289+BRCA1,VINBLASTINE,34,561
UWB1289+BRCA1,VELIPARIB,34,561
UWB1289+BRCA1,ERLOTINIB,34,561
UWB1289+BRCA1,TOPOTECAN,34,561
UWB1289+BRCA1,NIRAPARIB,34,561
UWB1289+BRCA1,DASATINIB,34,561
UWB1289+BRCA1,METHOTREXATE,34,561
UWB1289+BRCA1,TEMOZOLOMIDE,34,561
UWB1289+BRCA1,LAPATINIB,34,561
UWB1289+BRCA1,VORINOSTAT,34,561
UWB1289+BRCA1,ETOPOSIDE,34,561
UWB1289+BRCA1,GEMCITABINE,34,561
UWB1289+BRCA1,ELOXATIN (TN),34,561
UWB1289+BRCA1,391210-10-9,34,561
UWB1289+BRCA1,MK-5108,34,561
UWB1289+BRCA1,PACLITAXEL,34,561
UWB1289+BRCA1,VINORELBINE,34,561
UWB1289+BRCA1,5-FLUOROURACIL,34,561
UWB1289+BRCA1,DEFOROLIMUS,34,561
UWB1289+BRCA1,MK-1775,34,561
UWB1289+BRCA1,MK-2206,34,561
UWB1289+BRCA1,GELDANAMYCIN,34,561
UWB1289+BRCA1,891494-63-6,34,561
UWB1289+BRCA1,DEXAMETHASONE,34,561
UWB1289+BRCA1,DINACICLIB,34,561
UWB1289+BRCA1,CARBOPLATINUM,34,561
UWB1289+BRCA1,CYCLOPHOSPHAMIDE,34,561
UWB1289+BRCA1,915019-65-7,34,561
UWB1289+BRCA1,METFORMIN,34,561
UWB1289+BRCA1,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
UWB1289+BRCA1,SUNITINIB,34,561
LNCAP,MK-4541,40,780
LNCAP,BORTEZOMIB,40,780
LNCAP,DOXORUBICIN,40,780
LNCAP,ENZALUTAMIDE,40,780
LNCAP,VINBLASTINE,40,780
LNCAP,AZD8186,40,780
LNCAP,VELIPARIB,40,780
LNCAP,AZD3514,40,780
LNCAP,ERLOTINIB,40,780
LNCAP,TOPOTECAN,40,780
LNCAP,NIRAPARIB,40,780
LNCAP,DASATINIB,40,780
LNCAP,METHOTREXATE,40,780
LNCAP,TEMOZOLOMIDE,40,780
LNCAP,LAPATINIB,40,780
LNCAP,VORINOSTAT,40,780
LNCAP,ETOPOSIDE,40,780
LNCAP,GEMCITABINE,40,780
LNCAP,ELOXATIN (TN),40,780
LNCAP,391210-10-9,40,780
LNCAP,AZD1480,40,780
LNCAP,MK-5108,40,780
LNCAP,PACLITAXEL,40,780
LNCAP,VINORELBINE,40,780
LNCAP,5-FLUOROURACIL,40,780
LNCAP,DEFOROLIMUS,40,780
LNCAP,NAVITOCLAX,40,780
LNCAP,MK-1775,40,780
LNCAP,MK-2206,40,780
LNCAP,GELDANAMYCIN,40,780
LNCAP,891494-63-6,40,780
LNCAP,DEXAMETHASONE,40,780
LNCAP,DINACICLIB,40,780
LNCAP,AZD5363,40,780
LNCAP,CARBOPLATINUM,40,780
LNCAP,CYCLOPHOSPHAMIDE,40,780
LNCAP,915019-65-7,40,780
LNCAP,METFORMIN,40,780
LNCAP,7-ETHYL-10-HYDROXYCAMPTOTHECIN,40,780
LNCAP,SUNITINIB,40,780
VCAP,MK-4541,41,820
VCAP,BORTEZOMIB,41,820
VCAP,DOXORUBICIN,41,820
VCAP,ENZALUTAMIDE,41,820
VCAP,VINBLASTINE,41,820
VCAP,AZD8186,41,820
VCAP,VELIPARIB,41,820
VCAP,AZD3514,41,820
VCAP,ERLOTINIB,41,820
VCAP,TOPOTECAN,41,820
VCAP,NIRAPARIB,41,820
VCAP,DASATINIB,41,820
VCAP,METHOTREXATE,41,820
VCAP,TEMOZOLOMIDE,41,820
VCAP,LAPATINIB,41,820
VCAP,VORINOSTAT,41,820
VCAP,ETOPOSIDE,41,820
VCAP,GEMCITABINE,41,820
VCAP,ELOXATIN (TN),41,820
VCAP,391210-10-9,41,820
VCAP,AZD1480,41,820
VCAP,MK-5108,41,820
VCAP,PACLITAXEL,41,820
VCAP,AZD1208,41,820
VCAP,VINORELBINE,41,820
VCAP,5-FLUOROURACIL,41,820
VCAP,DEFOROLIMUS,41,820
VCAP,NAVITOCLAX,41,820
VCAP,MK-1775,41,820
VCAP,MK-2206,41,820
VCAP,GELDANAMYCIN,41,820
VCAP,891494-63-6,41,820
VCAP,DEXAMETHASONE,41,820
VCAP,DINACICLIB,41,820
VCAP,AZD5363,41,820
VCAP,CARBOPLATINUM,41,820
VCAP,CYCLOPHOSPHAMIDE,41,820
VCAP,915019-65-7,41,820
VCAP,METFORMIN,41,820
VCAP,7-ETHYL-10-HYDROXYCAMPTOTHECIN,41,820
VCAP,SUNITINIB,41,820
HT144,MK-4541,34,561
HT144,BORTEZOMIB,34,561
HT144,DOXORUBICIN,34,561
HT144,VINBLASTINE,34,561
HT144,VELIPARIB,34,561
HT144,ERLOTINIB,34,561
HT144,TOPOTECAN,34,561
HT144,NIRAPARIB,34,561
HT144,DASATINIB,34,561
HT144,METHOTREXATE,34,561
HT144,TEMOZOLOMIDE,34,561
HT144,LAPATINIB,34,561
HT144,VORINOSTAT,34,561
HT144,ETOPOSIDE,34,561
HT144,GEMCITABINE,34,561
HT144,ELOXATIN (TN),34,561
HT144,391210-10-9,34,561
HT144,MK-5108,34,561
HT144,PACLITAXEL,34,561
HT144,VINORELBINE,34,561
HT144,5-FLUOROURACIL,34,561
HT144,DEFOROLIMUS,34,561
HT144,MK-1775,34,561
HT144,MK-2206,34,561
HT144,GELDANAMYCIN,34,561
HT144,891494-63-6,34,561
HT144,DEXAMETHASONE,34,561
HT144,DINACICLIB,34,561
HT144,CARBOPLATINUM,34,561
HT144,CYCLOPHOSPHAMIDE,34,561
HT144,915019-65-7,34,561
HT144,METFORMIN,34,561
HT144,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
HT144,SUNITINIB,34,561
CALU-1,AZD1208,20,190
CALU-1,VINORELBINE,20,190
CALU-1,CARBOPLATIN PACLITAXEL,20,190
CALU-1,AZ12419304,20,190
CALU-1,33419-42-0,20,190
CALU-1,NAVITOCLAX,20,190
CALU-1,957054-30-7,20,190
CALU-1,41575-94-4,20,190
CALU-1,MK-2206,20,190
CALU-1,AZD5582,20,190
CALU-1,TOPOTECAN,20,190
CALU-1,AZD2014,20,190
CALU-1,LSM-4270,20,190
CALU-1,SELUMETINIB,20,190
CALU-1,TRAMETINIB,20,190
CALU-1,841290-80-0,20,190
CALU-1,AZD6738,20,190
CALU-1,AZD7762,20,190
CALU-1,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
CALU-1,503468-95-9,20,190
COLO 741,OLAPARIB,17,136
COLO 741,NAVITOCLAX,17,136
COLO 741,957054-30-7,17,136
COLO 741,AZD8055,17,136
COLO 741,AZD5582,17,136
COLO 741,AZ20,17,136
COLO 741,SARACATINIB,17,136
COLO 741,VANDETANIB,17,136
COLO 741,SELUMETINIB,17,136
COLO 741,ASTRAZENECA ATR_3 INHIBITOR,17,136
COLO 741,AZD7762,17,136
COLO 741,AZD2461,17,136
COLO 741,IGF-OSI,17,136
COLO 741,AZD1480,17,136
COLO 741,7-ETHYL-10-HYDROXYCAMPTOTHECIN,17,136
COLO 741,KU-0060648,17,136
COLO 741,20439-47-8,17,136
RD,COBIMETINIB (R-ENANTIOMER),20,190
RD,BGT-226 FREE BASE,20,190
RD,OMIPALISIB,20,190
RD,FLOXURIDINE,20,190
RD,BUPARLISIB,20,190
RD,1224844-38-5,20,190
RD,MK-2206,20,190
RD,200484-11-3,20,190
RD,SCH772984,20,190
RD,IPATASERTIB,20,190
RD,PONATINIB,20,190
RD,TRAMETINIB,20,190
RD,CERITINIB,20,190
RD,BMS-754807,20,190
RD,915019-65-7,20,190
RD,937174-76-0,20,190
RD,BELINOSTAT(RANDOM CONFIGURATION),20,190
RD,1268524-70-4,20,190
RD,"3-(2,6-DICHLORO-3,5-DIMETHOXY-PHENYL)-1-[6-[4-(4-ETHYLPIPERAZIN-1-YL)ANILINO]PYRIMIDIN-4-YL]-1-METHYL-UREA",20,190
RD,TRICIRIBINE,20,190
RH36,GANETESPIB,23,253
RH36,10356-76-0,23,253
RH36,ROMIDEPSIN,23,253
RH36,OLAPARIB,23,253
RH36,VINCRISTINE,23,253
RH36,FLUDARABINE,23,253
RH36,MK-1775,23,253
RH36,5-AZACYTIDINE,23,253
RH36,200484-11-3,23,253
RH36,THAPSIGARGIN,23,253
RH36,CRENOLANIB,23,253
RH36,KX2-391,23,253
RH36,NIRAPARIB,23,253
RH36,DOXORUBICIN HYDROCHLORIDE,23,253
RH36,CARFILZOMIB,23,253
RH36,ISPINESIB,23,253
RH36,GENIPOSIDE,23,253
RH36,AT7519,23,253
RH36,1201902-80-8,23,253
RH36,955-24-8,23,253
RH36,MOCETINOSTAT,23,253
RH36,MK-5108,23,253
RH36,BARDOXOLONE METHYL,23,253
SMS-CTR,COBIMETINIB (R-ENANTIOMER),20,190
SMS-CTR,BGT-226 FREE BASE,20,190
SMS-CTR,OMIPALISIB,20,190
SMS-CTR,FLOXURIDINE,20,190
SMS-CTR,BUPARLISIB,20,190
SMS-CTR,1224844-38-5,20,190
SMS-CTR,MK-2206,20,190
SMS-CTR,200484-11-3,20,190
SMS-CTR,SCH772984,20,190
SMS-CTR,IPATASERTIB,20,190
SMS-CTR,PONATINIB,20,190
SMS-CTR,TRAMETINIB,20,190
SMS-CTR,CERITINIB,20,190
SMS-CTR,BMS-754807,20,190
SMS-CTR,915019-65-7,20,190
SMS-CTR,937174-76-0,20,190
SMS-CTR,BELINOSTAT(RANDOM CONFIGURATION),20,190
SMS-CTR,1268524-70-4,20,190
SMS-CTR,"3-(2,6-DICHLORO-3,5-DIMETHOXY-PHENYL)-1-[6-[4-(4-ETHYLPIPERAZIN-1-YL)ANILINO]PYRIMIDIN-4-YL]-1-METHYL-UREA",20,190
SMS-CTR,TRICIRIBINE,20,190
DDLS8817,HNHA,10,45
DDLS8817,865362-74-9,10,45
DDLS8817,TYRPHOSTIN AG 538,10,45
DDLS8817,STATTIC,10,45
DDLS8817,AKT INHIBITOR VIII,10,45
DDLS8817,RYUVIDINE,10,45
DDLS8817,GEFITINIB,10,45
DDLS8817,SL327,10,45
DDLS8817,ROTTLERIN,10,45
DDLS8817,SU11274,10,45
AGS,CHIR-99021,17,136
AGS,RUXOLITINIB,17,136
AGS,GSK2334470,17,136
AGS,5Z-7-OXOZEAENOL,17,136
AGS,SF1670,17,136
AGS,STATTIC,17,136
AGS,SB-505124,17,136
AGS,301836-43-1,17,136
AGS,BI605906,17,136
AGS,DORAMAPIMOD,17,136
AGS,10058-F4,17,136
AGS,PRT062607,17,136
AGS,BI-D1870,17,136
AGS,AKT INHIBITOR VIII,17,136
AGS,GSK429286A,17,136
AGS,391210-10-9,17,136
AGS,TOXOFLAVIN,17,136
KATO III,OLAPARIB,22,231
KATO III,AZD1208,22,231
KATO III,NAVITOCLAX,22,231
KATO III,5-AZACYTIDINE,22,231
KATO III,CHLOROQUINE,22,231
KATO III,AZD4320,22,231
KATO III,AZ20,22,231
KATO III,AZD5582,22,231
KATO III,AZD2014,22,231
KATO III,946128-88-7,22,231
KATO III,AZD5363,22,231
KATO III,"001, RAD",22,231
KATO III,ONALESPIB,22,231
KATO III,AZD7762,22,231
KATO III,CARFILZOMIB,22,231
KATO III,VORINOSTAT,22,231
KATO III,RAF265,22,231
KATO III,BAY 65-1942,22,231
KATO III,CEDIRANIB,22,231
KATO III,AZD1480,22,231
KATO III,AZD4547,22,231
KATO III,SAPITINIB,22,231
SNU-16,OLAPARIB,22,231
SNU-16,AZD1208,22,231
SNU-16,NAVITOCLAX,22,231
SNU-16,5-AZACYTIDINE,22,231
SNU-16,CHLOROQUINE,22,231
SNU-16,AZD4320,22,231
SNU-16,AZ20,22,231
SNU-16,AZD5582,22,231
SNU-16,AZD2014,22,231
SNU-16,946128-88-7,22,231
SNU-16,AZD5363,22,231
SNU-16,"001, RAD",22,231
SNU-16,ONALESPIB,22,231
SNU-16,AZD7762,22,231
SNU-16,CARFILZOMIB,22,231
SNU-16,VORINOSTAT,22,231
SNU-16,RAF265,22,231
SNU-16,BAY 65-1942,22,231
SNU-16,CEDIRANIB,22,231
SNU-16,AZD1480,22,231
SNU-16,AZD4547,22,231
SNU-16,SAPITINIB,22,231
KATOIIIFGF,OLAPARIB,22,231
KATOIIIFGF,AZD1208,22,231
KATOIIIFGF,NAVITOCLAX,22,231
KATOIIIFGF,5-AZACYTIDINE,22,231
KATOIIIFGF,CHLOROQUINE,22,231
KATOIIIFGF,AZD4320,22,231
KATOIIIFGF,AZ20,22,231
KATOIIIFGF,AZD5582,22,231
KATOIIIFGF,AZD2014,22,231
KATOIIIFGF,946128-88-7,22,231
KATOIIIFGF,AZD5363,22,231
KATOIIIFGF,"001, RAD",22,231
KATOIIIFGF,ONALESPIB,22,231
KATOIIIFGF,AZD7762,22,231
KATOIIIFGF,CARFILZOMIB,22,231
KATOIIIFGF,VORINOSTAT,22,231
KATOIIIFGF,RAF265,22,231
KATOIIIFGF,BAY 65-1942,22,231
KATOIIIFGF,CEDIRANIB,22,231
KATOIIIFGF,AZD1480,22,231
KATOIIIFGF,AZD4547,22,231
KATOIIIFGF,SAPITINIB,22,231
KATOIIIHIGH4547,OLAPARIB,22,231
KATOIIIHIGH4547,AZD1208,22,231
KATOIIIHIGH4547,NAVITOCLAX,22,231
KATOIIIHIGH4547,5-AZACYTIDINE,22,231
KATOIIIHIGH4547,CHLOROQUINE,22,231
KATOIIIHIGH4547,AZD4320,22,231
KATOIIIHIGH4547,AZ20,22,231
KATOIIIHIGH4547,AZD5582,22,231
KATOIIIHIGH4547,AZD2014,22,231
KATOIIIHIGH4547,946128-88-7,22,231
KATOIIIHIGH4547,AZD5363,22,231
KATOIIIHIGH4547,"001, RAD",22,231
KATOIIIHIGH4547,ONALESPIB,22,231
KATOIIIHIGH4547,AZD7762,22,231
KATOIIIHIGH4547,CARFILZOMIB,22,231
