drug_name,smiles,inchikey,status,resolved_name
1309805-49-9,C1CC1C(=O)N2CCC(C2)CN3C4=C(C=NC=C4)N=C3C5=CC=C(C=C5)C6=CC7=C(C=C6)OC=C7,MXQGGBTXHJSPPG-LJQANCHMSA-N,OK,"[(3S)-3-[[2-[4-(1-benzofuran-5-yl)phenyl]imidazo[4,5-c]pyridin-1-yl]methyl]pyrrolidin-1-yl]-cyclopropylmethanone"
1314241-44-5,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CN=C3)Br,CQERVFFAOOUFEQ-UHFFFAOYSA-N,OK,1314241-44-5
1316214-52-4,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,QGZYDVAGYRLSKP-UHFFFAOYSA-N,OK,N-[7-(hydroxyamino)-7-oxoheptyl]-2-(N-phenylanilino)pyrimidine-5-carboxamide
131707-23-8,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3.Cl,OMZHXQXQJGCSKN-UHFFFAOYSA-N,OK,ethyl 6-bromo-4-[(dimethylamino)methyl]-5-hydroxy-1-methyl-2-(phenylsulfanylmethyl)indole-3-carboxylate;hydrochloride
131848-97-0,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN,QQKKPWJFHBFCTH-UHFFFAOYSA-N,OK,"3-[8-(aminomethyl)-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione"
13292-46-1,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,OK,13292-46-1
133294-37-8,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,OK,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol"
133550-30-8,C1=CC=C(C=C1)CNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N,TUCIOBMMDDOEMM-RIYZIHGNSA-N,OK,"(E)-N-benzyl-2-cyano-3-(3,4-dihydroxyphenyl)prop-2-enamide"
1338259-05-4,CC1=C(N(C2=C1C=C(C=C2)C(=O)NC(C)C3=CC=C(C=C3)[N+](=O)[O-])CC4=CC=C(C=C4)C5=CC=CC=C5C(=O)O)C,IIJDFXNUWZTHIM-NRFANRHFSA-N,OK,1338259-05-4
134036-52-5,C1=CC=C(C=C1)CNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N,TUCIOBMMDDOEMM-RIYZIHGNSA-N,OK,"(E)-N-benzyl-2-cyano-3-(3,4-dihydroxyphenyl)prop-2-enamide"
13463-41-7,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],OTPSWLRZXRHDNX-UHFFFAOYSA-L,OK,zinc bis(1-oxidopyridin-1-ium-2-thiolate)
1346528-06-0,C1CCC2=C(C1)C(=NC(=N2)N3CCOC4=CC=CC=C43)NCC5=CC=CC=C5,RMZPVQQGYVSLAP-UHFFFAOYSA-N,OK,"N-benzyl-2-(2,3-dihydro-1,4-benzoxazin-4-yl)-5,6,7,8-tetrahydroquinazolin-4-amine"
134680-32-3,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,JTEGQNOMFQHVDC-RQJHMYQMSA-N,OK,"4-amino-1-[(2S,5R)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one"
1357171-62-0,C1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=C(N=NC(=N3)C4=CC=CC=N4)C5=CC=CC=C5,QNRODODTMXCRKU-UHFFFAOYSA-N,OK,"6-phenyl-N-[(4-phenylphenyl)methyl]-3-pyridin-2-yl-1,2,4-triazin-5-amine"
1359164-11-6,C1CN(CCN1CC2=CC=C(C=C2)C3=C(C=C(C=C3)C(C(F)(F)F)(C(F)(F)F)O)F)CC4=CC=NC=C4,KVHKWAZUPPBMLL-UHFFFAOYSA-N,OK,"1,1,1,3,3,3-hexafluoro-2-[3-fluoro-4-[4-[[4-(pyridin-4-ylmethyl)piperazin-1-yl]methyl]phenyl]phenyl]propan-2-ol"
1370261-97-4,C1CCC(C(C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N.Cl,RMNLLPXCNDZJMJ-IDVLALEDSA-N,OK,"2-[[(1R,2S)-2-aminocyclohexyl]amino]-4-[3-(triazol-2-yl)anilino]pyrimidine-5-carboxamide;hydrochloride"
1392399-03-9,CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC.Cl.Cl.Cl,FMURUEPQXKJIPS-UHFFFAOYSA-N,OK,"N-(1-benzylpiperidin-4-yl)-6,7-dimethoxy-2-(4-methyl-1,4-diazepan-1-yl)quinazolin-4-amine;trihydrochloride"
14003-96-4,CC1=CC(=O)OC2=C1C=CC(=C2C=O)O,RTHHSXOVIJWFQP-UHFFFAOYSA-N,OK,7-hydroxy-4-methyl-2-oxochromene-8-carbaldehyde
1421227-52-2,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC(=O)C5CC5)C(F)(F)F,KIKOYRNAERIVSJ-UHFFFAOYSA-N,OK,N-[6-[4-[[4-[(4-methylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]pyrimidin-4-yl]cyclopropanecarboxamide
1423715-09-6,CC(=NNC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCOCC2)C3=C(C=CC(=C3)Cl)O,NKUDGJUBIVEDTF-FYJGNVAPSA-N,OK,N-[(E)-1-(5-chloro-2-hydroxyphenyl)ethylideneamino]-3-morpholin-4-ylsulfonylbenzamide
1429617-90-2,CCC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)CN3CCN(CC3)C)C#CC4=CN5C(=CC=N5)N=C4,DDLPXZXBWGJRGK-UHFFFAOYSA-N,OK,"4-ethyl-N-[3-[(4-methylpiperazin-1-yl)methyl]-5-(trifluoromethyl)phenyl]-3-(2-pyrazolo[1,5-a]pyrimidin-6-ylethynyl)benzamide"
1431985-92-0,COC1=CC(=CC(=C1OC)OC)C2=C(N=CC(=C2)C3=CC(=CC=C3)O)N,CJLMANFTWLNAKC-UHFFFAOYSA-N,OK,"3-[6-amino-5-(3,4,5-trimethoxyphenyl)-3-pyridinyl]phenol"
143945-86-2,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O,SHZKQBHERIJWAO-WAYWQWQTSA-N,OK,(Z)-3-[4-(imidazol-1-ylmethyl)phenyl]prop-2-enoic acid
1439901-97-9,CC#CC(=O)N1CCC(C1)N2C3=NC=NC(=C3N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5)N.Cl,UQYDCIJFACDXSG-GMUIIQOCSA-N,OK,6-amino-9-[(3R)-1-but-2-ynoylpyrrolidin-3-yl]-7-(4-phenoxyphenyl)purin-8-one;hydrochloride
14402-89-2,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],,OK,disodium;azanylidyneoxidanium;iron(2+);pentacyanide
1440754-12-0,C1CNCCC1C(COC2=CC=C(C=C2)C3=NC4=CC=CC=C4N3CC5=CC=CC=C5)N6C7=CC=CC=C7N=C6C8=CC=CC=C8,LTZKEDSUXKTTTC-UHFFFAOYSA-N,OK,1440754-12-0
1442472-39-0,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,CEFJVGZHQAGLHS-UHFFFAOYSA-N,OK,1442472-39-0
145-13-1,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,ORNBQBCIOKFOEO-QGVNFLHTSA-N,OK,145-13-1
145986-26-1,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,XQSPYNMVSIKCOC-PHDIDXHHSA-N,OK,"4-amino-5-fluoro-1-[(2R,5R)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2-one"
146535-11-7,COC1=C(C=C2C(=C1)N=CC(=N2)C3=CC=CC=C3)OC,QNOXYUNHIGOWNY-UHFFFAOYSA-N,OK,"6,7-dimethoxy-2-phenylquinoxaline"
147859-80-1,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC,XGWSRLSPWIEMLQ-YTFOTSKYSA-N,OK,"methyl (2S)-1-[(2S,3S)-3-methyl-2-[[(2S,3S)-3-(propylcarbamoyl)oxirane-2-carbonyl]amino]pentanoyl]pyrrolidine-2-carboxylate"
14807-96-6,[OH-].[OH-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[Mg+2].[Mg+2].[Mg+2],QLQXSZZVUVMFHZ-UHFFFAOYSA-L,OK,14807-96-6
1485-00-3,C1OC2=C(O1)C=C(C=C2)C=C[N+](=O)[O-],KFLWBZPSJQPRDD-ONEGZZNKSA-N,OK,"5-[(E)-2-nitroethenyl]-1,3-benzodioxole"
14913-33-8,N.N.Cl[Pt+2]Cl,BSJGASKRWFKGMV-UHFFFAOYSA-L,OK,azane;dichloroplatinum(2+)
15(S)-FLUPROSTENOL ISOPROPYL ESTER,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,MKPLKVHSHYCHOC-AURHPGDUSA-N,OK,15(S)-FLUPROSTENOL ISOPROPYL ESTER
152121-47-6,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,CDMGBJANTYXAIV-UHFFFAOYSA-N,OK,4-[4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine
152121-53-4,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)[N+](=O)[O-],BGIYKDUASORTBB-UHFFFAOYSA-N,OK,4-[4-(4-fluorophenyl)-2-(4-nitrophenyl)-1H-imidazol-5-yl]pyridine
153436-54-5,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC,LSPANGZZENHZNJ-UHFFFAOYSA-N,OK,"N-(3-bromophenyl)-6,7-dimethoxyquinazolin-4-amine"
153559-76-3,CC1=CC2=C(C=C1C3(CC3)C4=NC=C(C=C4)C(=O)O)C(CCC2(C)C)(C)C,SLXTWXQUEZSSTJ-UHFFFAOYSA-N,OK,"6-[1-(3,5,5,8,8-pentamethyl-6,7-dihydronaphthalen-2-yl)cyclopropyl]pyridine-3-carboxylic acid"
154447-35-5,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,KKTZALUTXUZPSN-UHFFFAOYSA-N,OK,2-morpholin-4-ylbenzo[h]chromen-4-one
154447-36-6,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,CZQHHVNHHHRRDU-UHFFFAOYSA-N,OK,2-morpholin-4-yl-8-phenylchromen-4-one
155148-31-5,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl,UEUPDYPUTTUXLJ-UHFFFAOYSA-N,OK,155148-31-5
155206-00-1,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,AQOKCDNYWBIDND-FTOWTWDKSA-N,OK,"(Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxy-5-phenylpent-1-enyl]cyclopentyl]-N-ethylhept-5-enamide"
1554458-53-5,CC1=C(C=CC(=C1)C2=CN=C3N2N=C(C=C3NCCC(F)(F)F)OC4=C(C(=C(C=C4)OC)F)F)C(=O)NC5CC5,WNEILUNVMHVMPH-UHFFFAOYSA-N,OK,"N-cyclopropyl-4-[6-(2,3-difluoro-4-methoxyphenoxy)-8-(3,3,3-trifluoropropylamino)imidazo[1,2-b]pyridazin-3-yl]-2-methylbenzamide"
155584-74-0,CN1CCN(CC1)C2=NC3=CC=CC=C3N=C2Cl,FFXVTQDGTKEXHF-UHFFFAOYSA-N,OK,2-chloro-3-(4-methylpiperazin-1-yl)quinoxaline
158798-73-3,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,GAGWJHPBXLXJQN-UHFFFAOYSA-N,OK,"pentyl N-[1-(3,4-dihydroxy-5-methyloxolan-2-yl)-5-fluoro-2-oxopyrimidin-4-yl]carbamate"
159351-69-6,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,HKVAMNSJSFKALM-GKUWKFKPSA-N,OK,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-(2-hydroxyethoxy)-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone"
1607837-31-9,CN1C2=C(C=C(C=C2)C3=CN=C(C(=C3N4CCC5(CCNC5=O)CC4)Cl)N)C=N1,VPJXPDLMACOGIZ-UHFFFAOYSA-N,OK,"8-[2-amino-3-chloro-5-(1-methylindazol-5-yl)-4-pyridinyl]-2,8-diazaspiro[4.5]decan-1-one"
1616392-22-3,CC(=O)N1CCC(CC1)NC2=NC=NC(=C2)C(=O)NCC(CN3CCC4=CC=CC=C4C3)O,JLCCNYVTIWRPIZ-NRFANRHFSA-N,OK,"6-[(1-acetylpiperidin-4-yl)amino]-N-[(2S)-3-(3,4-dihydro-1H-isoquinolin-2-yl)-2-hydroxypropyl]pyrimidine-4-carboxamide"
1616632-77-9,CC1=CC=CC=C1CN2C(=O)C3=C(CCN(C3)CC4=CC=CC=C4)N5C2=NCC5,VLULRUCCHYVXOH-UHFFFAOYSA-N,OK,"11-benzyl-7-[(2-methylphenyl)methyl]-2,5,7,11-tetrazatricyclo[7.4.0.02,6]trideca-1(9),5-dien-8-one"
1627696-51-8,CC1(C2=C(C=C(C=C2)C3=CNN=C3)C(=O)N1)C4=NC=NC=C4F,KNLVLWZENYQYRT-MRXNPFEDSA-N,OK,(3R)-3-(5-fluoropyrimidin-4-yl)-3-methyl-6-(1H-pyrazol-4-yl)-2H-isoindol-1-one
164178-33-0,CC1=C(C2=C(N1CCN3CCOCC3)C=C(C=C2)I)C(=O)C4=CC=C(C=C4)OC,JHOTYHDSLIUKCJ-UHFFFAOYSA-N,OK,[6-iodo-2-methyl-1-(2-morpholin-4-ylethyl)indol-3-yl]-(4-methoxyphenyl)methanone
164658-13-3,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO,IYNDTACKOAXKBJ-UHFFFAOYSA-N,OK,3-[[4-[2-(3-chloroanilino)pyrimidin-4-yl]-2-pyridinyl]amino]propan-1-ol
167465-36-3,C1CN(CCN1CC(COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5C6C(C6(F)F)C7=CC=CC=C47.Cl.Cl.Cl,ZPFVQKPWGDRLHL-ZLYBXYBFSA-N,OK,"(2R)-1-[4-[(2R,4S)-3,3-difluoro-11-tetracyclo[10.4.0.02,4.05,10]hexadeca-1(16),5,7,9,12,14-hexaenyl]piperazin-1-yl]-3-quinolin-5-yloxypropan-2-ol;trihydrochloride"
1675203-84-5,CC1=C(C=CC=C1C2=CC=CC=C2)COC3=NC(=C(C=C3)CNCCNC(=O)C)OC,JEDPSOYOYVELLZ-UHFFFAOYSA-N,OK,1675203-84-5
167869-21-8,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,QFWCYNPOPKQOKV-UHFFFAOYSA-N,OK,167869-21-8
17-DMAG (ALVESPIMYCIN) HCL,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)C)OC)OC(=O)N)C)C)O)OC.Cl,DFSYBWLNYPEFJK-IHLRWNDRSA-N,OK,17-DMAG (ALVESPIMYCIN) HCL
17-HYDROXYPREGN-4-EN-20-YN-3-ONE,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C,CHNXZKVNWQUJIB-UHFFFAOYSA-N,OK,17-HYDROXYPREGN-4-EN-20-YN-3-ONE
170151-24-3,C1CC2=C(CC1N3C(=CNC3=S)CN)C=C(C=C2F)F.Cl,DIPDUAJWNBEVOY-PPHPATTJSA-N,OK,"4-(aminomethyl)-3-[(2S)-5,7-difluoro-1,2,3,4-tetrahydronaphthalen-2-yl]-1H-imidazole-2-thione;hydrochloride"
171927-40-5,CC1=C2C(=C3C=C(C=CC3=NC2=NN1)OC)NCCOCCO,YWEGXZZAORIRQR-UHFFFAOYSA-N,OK,"2-[2-[(6-methoxy-3-methyl-2H-pyrazolo[3,4-b]quinolin-4-yl)amino]ethoxy]ethanol"
172889-26-8,CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)C,ZVPDNRVYHLRXLX-UHFFFAOYSA-N,OK,"1-tert-butyl-3-(4-methylphenyl)pyrazolo[3,4-d]pyrimidin-4-amine"
172889-27-9,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)Cl)N,PBBRWFOVCUAONR-UHFFFAOYSA-N,OK,"1-tert-butyl-3-(4-chlorophenyl)pyrazolo[3,4-d]pyrimidin-4-amine"
176977-56-3,COC1=CC=C(C=C1)C2=C(C3=C(O2)C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)C#N,RYNSGDFWBJWWSZ-UHFFFAOYSA-N,OK,4-[6-methoxy-2-(4-methoxyphenyl)-1-benzofuran-3-carbonyl]benzonitrile
178606-66-1,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)S(=O)(=O)N)F,YJQZNWPYLCNRLP-UHFFFAOYSA-N,OK,1-(4-fluorophenyl)-3-(4-sulfamoylphenyl)urea
180083-23-2,CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)N4CCC5=CC6=C(C=C54)C7(CCN(CC7)C)CO6,ATQMRMGXINTJHV-UHFFFAOYSA-N,OK,"[4-[2-methyl-4-(5-methyl-1,2,4-oxadiazol-3-yl)phenyl]phenyl]-(1'-methylspiro[6,7-dihydro-2H-furo[2,3-f]indole-3,4'-piperidine]-5-yl)methanone"
1809249-37-3,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,RWWYLEGWBNMMLJ-YSOARWBDSA-N,OK,"2-ethylbutyl (2S)-2-[[[(2R,3S,4R,5R)-5-(4-aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-5-cyano-3,4-dihydroxyoxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate"
183321-86-0,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCO,KOQIAZNBAWFSQM-UHFFFAOYSA-N,OK,2-[4-(3-ethynylanilino)-7-(2-methoxyethoxy)quinazolin-6-yl]oxyethanol
185039-99-0,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=CC(=C4)C(=O)O,RBURTLAMOSHNGX-UHFFFAOYSA-N,OK,"3-[[6-(2,6-dichlorophenyl)-8-methyl-7-oxopyrido[2,3-d]pyrimidin-2-yl]amino]benzoic acid"
1869912-40-2,CC1C(=O)N(CCN1CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5OC)C=C4)C.C1=CC2=C(C=CC(=C2)O)C=C1C(=O)O,UNZQBHXKCHECEC-GMUIIQOCSA-N,OK,"6-hydroxynaphthalene-2-carboxylic acid;(3R)-4-[2-[4-[1-(3-methoxy-[1,2,4]triazolo[4,3-b]pyridazin-6-yl)piperidin-4-yl]phenoxy]ethyl]-1,3-dimethylpiperazin-2-one"
193611-72-2,C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl.Cl,KQGJIKWDFWLCHO-UHFFFAOYSA-N,OK,193611-72-2
193746-75-7,COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F,PDTYLGXVBIWRIM-UHFFFAOYSA-N,OK,4-[5-(4-fluorophenyl)-3-piperidin-4-ylimidazol-4-yl]-2-methoxypyrimidine
1986-47-6,C1C(C1N)C2=CC=CC=C2.Cl,ZPEFMSTTZXJOTM-OULXEKPRSA-N,OK,"trans-(1R,2S)-2-phenylcyclopropan-1-amine;hydrochloride"
199433-58-4,CC(C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N,JTVBXQAYBIJXRP-SNVBAGLBSA-N,OK,"4-[(1R)-1-aminoethyl]-N-(1H-pyrrolo[2,3-b]pyridin-4-yl)benzamide"
1BETA-METHYLIMIPENEM,C=CC(=O)O[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,,OK,1BETA-METHYLIMIPENEM
1H-INDOLE-5-CARBOXAMIDE,C1=CC2=C(C=CN2)C=C1C(=O)N,GQMYQEAXTITUAE-UHFFFAOYSA-N,OK,1H-INDOLE-5-CARBOXAMIDE
"2',3'-DIDEOXYCYTIDINE 5'-TRIPHOSPHATE",C1CC(OC1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=CC(=NC2=O)N,ARLKCWCREKRROD-POYBYMJQSA-N,OK,"2',3'-DIDEOXYCYTIDINE 5'-TRIPHOSPHATE"
"2,4,5-TRIMETHOXYBENZALDEHYDE",COC1=CC(=C(C=C1C=O)OC)OC,IAJBQAYHSQIQRE-UHFFFAOYSA-N,OK,"2,4,5-TRIMETHOXYBENZALDEHYDE"
"2,6-DIMETHYL-4-[2-[3-[(2-METHYLPROPAN-2-YL)OXY]-3-OXOPROP-1-ENYL]PHENYL]-1,4-DIHYDROPYRIDINE-3,5-DICARBOXYLIC ACID DIETHYL ESTER",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,GKQPCPXONLDCMU-UHFFFAOYSA-N,OK,"2,6-DIMETHYL-4-[2-[3-[(2-METHYLPROPAN-2-YL)OXY]-3-OXOPROP-1-ENYL]PHENYL]-1,4-DIHYDROPYRIDINE-3,5-DICARBOXYLIC ACID DIETHYL ESTER"
"2-(AMINOMETHYL)-3,5-DITERT-BUTYLPHENOL",CC(C)(C)C1=CC(=C(C(=C1)O)CN)C(C)(C)C,ZUSLEOOZAITYGH-UHFFFAOYSA-N,OK,"2-(AMINOMETHYL)-3,5-DITERT-BUTYLPHENOL"
2-AMINO-5-CHLORO-3-(2-ETHOXY-5-FLUOROPHENYL)-3H-INDOL-3-OL,CCOC1=C(C=C(C=C1)F)C2(C3=C(C=CC(=C3)Cl)N=C2N)O,AUZAOHTZCMKRJQ-UHFFFAOYSA-N,OK,2-AMINO-5-CHLORO-3-(2-ETHOXY-5-FLUOROPHENYL)-3H-INDOL-3-OL
2-AMINOTHIAZOLE,C1=CSC(=N1)N,RAIPHJJURHTUIC-UHFFFAOYSA-N,OK,2-AMINOTHIAZOLE
2-CL-IB-MECA,CNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)Cl)NCC4=CC(=CC=C4)I)O)O,IPSYPUKKXMNCNQ-PFHKOEEOSA-N,OK,2-CL-IB-MECA
2-CYANOPYRIMIDINE,C1=CN=C(N=C1)C#N,IIHQNAXFIODVDU-UHFFFAOYSA-N,OK,2-CYANOPYRIMIDINE
2-DEOXY-D-GALACTOPYRANOSE,C1C(C(C(OC1O)CO)O)O,PMMURAAUARKVCB-DUVQVXGLSA-N,OK,2-DEOXY-D-GALACTOPYRANOSE
2-FLUOROADENOSINE,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,HBUBKKRHXORPQB-UUOKFMHZSA-N,OK,2-FLUOROADENOSINE
2-IMINOBIOTIN,C1C2C(C(S1)CCCCC(=O)O)N=C(N2)N,WWVANQJRLPIHNS-ZKWXMUAHSA-N,OK,2-IMINOBIOTIN
2-METHOXYESTRADIOL,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O,CQOQDQWUFQDJMK-SSTWWWIQSA-N,OK,2-METHOXYESTRADIOL
2-NITROIMIDAZOLE,C1=CN=C(N1)[N+](=O)[O-],YZEUHQHUFTYLPH-UHFFFAOYSA-N,OK,2-NITROIMIDAZOLE
2-THIOURACIL,C1=CNC(=S)NC1=O,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,OK,2-THIOURACIL
20-HYDROXYECDYSONE,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O,NKDFYOWSKOHCCO-YPVLXUMRSA-N,OK,20-HYDROXYECDYSONE
200484-11-3,C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl,BOIPLTNGIAPDBY-UHFFFAOYSA-N,OK,2-[6-(4-chlorophenoxy)hexyl]-1-cyano-3-pyridin-4-ylguanidine
201943-63-7,C1C(C1C(CC2C3=CC=CC=C3OC4=CC=CC=C24)(C(=O)O)N)C(=O)O,VLZBRVJVCCNPRJ-KPHUOKFYSA-N,OK,"trans-(1S,2S)-2-[(1S)-1-amino-1-carboxy-2-(9H-xanthen-9-yl)ethyl]cyclopropane-1-carboxylic acid"
20439-47-8,C1CCC(C(C1)N)N.C1CCC(C(C1)N)N,FZXAAJAZYIPUGV-HHAKAGGTSA-N,OK,"trans-(1R,2R)-cyclohexane-1,2-diamine"
207679-81-0,CC(C)N(CCC(C1=CC=CC=C1)C2=C(C=CC(=C2)CO)O)C(C)C,DUXZAXCGJSBGDW-HXUWFJFHSA-N,OK,2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-(hydroxymethyl)phenol
209410-46-8,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl,VEPKQEUBKLEPRA-UHFFFAOYSA-N,OK,"5-(2,6-dichlorophenyl)-2-(2,4-difluorophenyl)sulfanylpyrimido[1,6-b]pyridazin-6-one"
209481-20-9,CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4,LOCQRDBFWSXQQI-UHFFFAOYSA-N,OK,209481-20-9
209984-56-5,CC(C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)CC4=CC(=CC(=C4)F)F,QSHGISMANBKLQL-OWJWWREXSA-N,OK,"(2S)-2-[[2-(3,5-difluorophenyl)acetyl]amino]-N-[(7S)-5-methyl-6-oxo-7H-benzo[d][1]benzazepin-7-yl]propanamide"
